0;1
100;1
200;2
300;2
400;1
500;1
600;2
700;2
800;2
900;1
1000;1
1100;2
1200;2
1300;1
1400;1
1500;1
1600;2
1700;1
1800;1
1900;1
2000;1
2100;1
2200;2
2300;1
2400;1
2500;1
2600;1
2700;1
2800;1
2900;1
3000;2
3100;1
3200;1
3300;2
3400;1
3500;2
3600;2
3700;1
3800;2
3900;1
4000;1
4100;1
4200;2
4300;1
4400;1
4500;2
4600;2
4700;1
4800;2
4900;2
5000;2
5100;2
5200;1
5300;2
5400;1
5500;1
5600;3
5700;2
5800;1
5900;3
6000;1
6100;2
6200;2
6300;2
6400;2
6500;2
6600;2
6700;2
6800;2
6900;2
7000;1
7100;2
7200;2
7300;2
7400;2
7500;1
7600;1
7700;1
7800;1
7900;2
8000;2
8100;2
8200;2
8300;2
8400;2
8500;2
8600;1
8700;2
8800;1
8900;2
9000;2
9100;1
9200;2
9300;2
9400;2
9500;2
9600;1
9700;1
9800;2
9900;2
10000;2
10100;2
10200;2
10300;1
10400;1
10500;2
10600;1
10700;1
10800;2
10900;2
11000;2
11100;2
11200;2
11300;2
11400;1
11500;1
11600;2
11700;2
11800;1
11900;2
12000;2
12100;2
12200;2
12300;2
12400;2
12500;2
12600;2
12700;2
12800;2
12900;2
13000;1
13100;2
13200;1
13300;1
13400;1
13500;2
13600;2
13700;1
13800;2
13900;2
14000;2
14100;2
14200;1
14300;1
14400;2
14500;2
14600;2
14700;2
14800;2
14900;1
15000;2
15100;2
15200;2
15300;2
15400;2
15500;2
15600;2
15700;2
15800;2
15900;2
16000;2
16100;2
16200;2
16300;2
16400;1
16500;2
16600;2
16700;2
16800;1
16900;1
17000;2
17100;2
17200;2
17300;2
17400;3
17500;1
17600;2
17700;2
17800;2
17900;2
18000;2
18100;3
18200;2
18300;3
18400;2
18500;1
18600;1
18700;1
18800;2
18900;2
19000;2
19100;2
19200;2
19300;1
19400;2
19500;2
19600;2
19700;2
19800;2
19900;2
20000;2
20100;2
20200;2
20300;2
20400;3
20500;2
20600;1
20700;2
20800;2
20900;3
21000;2
21100;1
21200;2
21300;2
21400;3
21500;2
21600;1
21700;1
21800;1
21900;2
22000;2
22100;2
22200;2
22300;1
22400;2
22500;1
22600;2
22700;2
22800;2
22900;1
23000;2
23100;1
23200;1
23300;2
23400;2
23500;2
23600;1
23700;1
23800;2
23900;1
24000;2
24100;1
24200;2
24300;2
24400;2
24500;1
24600;1
24700;1
24800;1
24900;1
25000;2
25100;1
25200;1
25300;2
25400;2
25500;2
25600;1
25700;1
25800;1
25900;1
26000;1
26100;1
26200;1
26300;1
26400;2
26500;1
26600;1
26700;1
26800;1
26900;1
27000;2
27100;2
27200;2
27300;1
27400;1
27500;2
27600;2
27700;2
27800;2
27900;2
28000;2
28100;2
28200;2
28300;2
